speaker,content
ゴーダ,とんでもない。私の脳は言語機能に特化している。二度に渡る大戦後、私のプロデュースした放射能除去技術を用いて、この国は再び経済大国に伸し上がった。私もその時に、人としての最上部構造へ行く筈だった。しかし、この国が国際社会の中で大した地位を獲得出来なかった様に、私もシステムの中で大きな位置を占める事は出来なかった。
クロマ,社会は、口だけの人間に具体的な評価を与えてくれなかったって事かしら。
ゴーダ,私は、随分以前から今の社会システムには、致命的な構造的欠陥がある事を発見していた。
クロマ,それは？
ゴーダ,本来変質しない筈の情報の変質と、個性と言う名の幻想的オリジナリティが、今の社会システム内において、いとも簡単に並列化を起こしてしまうと言う事だ。それを私は、消費と言う名のクリエイト行為と名付けている。
クロマ,ネットに引き篭もった個が辿り着きそうな結論だな。
ゴーダ,スタンド・アローン・コンプレックスか？幸い私には孤独に対する強固な迄の耐性があった。しかしだ、私が社会に及ぼした痕跡を、システムが全うに評価しなかった理由を、私が生まれ持って持ち合わせた資質がそうさせていたのだと気付くのに、随分時間がかかったよ。
クロマ,つまり、自分に劣等感があった？
ゴーダ,いや、存在その物に問題があったのだ。社会にはシステム自身が望む人格と言う物が確実に存在する。人はそれを渇望する。なのに、その事に対しては悪戯な迄に無自覚だ。
クロマ,今の自分には満足を？
ゴーダ,予想以上にね。物理的身体とは逆説的にその存在が確認されているゴーストが、実は身体の変化に応じて変容すると言う事実を知っているか？
クロマ,さあ・・・かつて革命に自身の存在意義を見出した思想家が、それを実践して見せた事があったみたいだけど。
ゴーダ,パトリック・シルベストルか。私も彼の思想に傾倒した事がある。英雄に憧れ、カリスマを得たいと本気で望んだ。私は人の上に立つ筈の人間だ。その思いは、物心がついた頃から私の中にあった。結果、身体がそれを邪魔した訳だが、運命は私に味方した。死線をさ迷う事故に遭遇し、私の身体は変貌を遂げ、期せずしてゴーストも変化した。革命と遭遇する事で先の思想家がそうした様に私も使命を得たのだ。国家と言うシステムを私が再構築すると言う使命をね。
クロマ,国家改造論者？それとも誇大妄想狂？
ゴーダ,今、この国が求めている物は、第三者を消費する事でのみ成立する桃源郷の再現だ。かつて、この国は偶然にもそれを体現した歴史がある。動機なき者達は今もそれを無自覚に欲している。私は彼等にそれを与えてやるだけだ。
クロマ,それで自分が英雄になると？
ゴーダ,ふっふっふ・・・今の私にその願望はない。私の役目はその英雄をプロデュースする事。動機なき者達が切望し、しかし、声を大にして言えない事を代弁し実行してくれる行動者を作り出す事だ。
クロマ,消費の果ての桃源郷とは、冷戦構造下の日本の事か？では、お前がプロデュースすると言う英雄とは誰だ？個別の十一人か？
タチコマ,ああ！不味い・・・
ゴーダ,おい、どうした。おあ！
ゴーダ,おい、保安課に連絡しろ。電賊が侵入しているぞ。
ゴーダ,予想より遅かったな。
タチコマ,少佐！潜入がばれましたあ！
クロマ,分かった・・・では、お前の言う英雄の敵は難民か？彼等を仮想敵とする事で国民の思想を誘導する。違うか？
ゴーダ,思想誘導は必要だろう。その為に法を曲げる事もな。結果が手段を正当化する。これはテロリストにも、民主国家にも通用する理論だ。
クロマ,難民の排除が国民の総意だと？
ゴーダ,奥床しさが我が国民の美徳だ。
タチコマ,少佐！
クロマ,分かってる。最後に一つ、公安9課をどう思っている？
ゴーダ,9課、そうだな・・・不在による憎しみの連鎖はもう止まらない。彼等は総意としての国民の意思と自身の正義、その狭間で苦悩するだろう。
タチコマ,少佐、早く落ちないと危険です！
クロマ,時間切れか・・・
バトー,今6番ゲートに着いた。
荒巻,所轄が職質した所、自爆すると脅しながら地下鉄に逃げ込んだそうだ。列車は止めさせたが、乗客を乗せたままほぼ駅構内に進入している。なんとしても止めろ！
バトー,お前はそっちだ！
バトー,犯人は！？
駅員,あ、ああ・・・
トグサ,見つけました、やはり難民です。
トグサ,みんな！動くな！
トグサ,よし、そのまま、両手を後ろで組むんだ。
少女,ひっ・・・
トグサ,そうだ、何もしないから。ゆっくり、落ち着いて。
少女,ひっ・・・くっ！
バトー,どけっ！
トグサ,何故撃った！？
バトー,馬鹿野郎！
少女,ごほっ、げほっ・・・
バトー,信管だ！
バトー,救急車を頼む。腹ん中に爆弾を詰め込んでるから、完全隔離でな。
警官,りょ、了解・・・
青沼,保安課は！すぐに建物内をチェック！電賊はデコイを使って直に潜入した模様。保安部員は何をやっていた！？サットマンを再起動！
保安部主任,あ、ああ・・・おー・・・
ゴーダ,ウイルスをチェック、防壁アレイを再起動さしたら残りの作業はポセイドンに委託しろ。ここにはもう現れない。
荒巻,何とか最後は抑えたか。
バトー,辛うじてな。だが尾を引くぞ。
バトー,こいつは難民達からの宣戦布告だ。
草薙,バトーの読み、残念ながら正解よ。個別の十一人は、恐らくゴーダのプロデュースしたインディビジュアリスト。その目的は難民の蜂起。落とし所は、差し詰めこの国に彼等の自治区を作り出すって事じゃないかしら。
草薙（ここ迄は完敗ね。ゴーダの考える憎しみの連鎖は、確かに始まっている）,NA
刑事,発砲した弾数は計12発、それで間違いありませんか？
トグサ,ええ、間違いありません。
刑事,もう少し勾留は続きそうだ。
トグサ,どういう事なんです？自分は公安9課の
刑事,分かってる。だが略式裁判が執り行われる可能性が出た。
